id,project_name,address,suburb,postcode,council_short,category_label,filter_group,stage_label,status_raw,cost,cost_confidence,electrical_estimate_low,electrical_estimate_high,opportunity_score,priority_label,builder,dwellings_new,lots_proposed,gfa_proposed,storeys,distance_km,date_lodged,date_determined,contact_window,contact_target,source_ref,council_ref,lat,lon
TS-PORT-995854,"Dwelling house, Fingal Bay",3 Lentara Street Fingal Bay 2315,Fingal Bay,2315,Port Stephens,New residential,Residential,Construction certificate issued,Determined,454800.0,high,27288,45480,53,Watch list,ALLWORTHG HOMES MASTER BUILT,1,0,187.0,1,42.1,2026-07-22,2026-08-05,Call this week,ALLWORTHG HOMES MASTER BUILT — site manager or contracts administrator,CFT-995854,,-32.738827132,152.171615032
TS-LAKE-972276,"Dwelling house, Cooranbong",67 Currans Road Cooranbong 2265,Cooranbong,2265,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,449000.0,medium,26940,44900,53,Watch list,Woodbuild Constructions Pty Ltd,0,1,97.0,1,33.1,2026-06-30,2026-08-06,Call this week,Woodbuild Constructions Pty Ltd — site manager or contracts administrator,CFT-972276,,-33.076935104,151.474450258
TS-LAKE-998065,"Dwelling house, Wyee",28 Ackland Way Wyee 2259,Wyee,2259,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,444220.0,high,26653,44422,53,Watch list,MCDONALD JONES HOMES,1,,253.0,1,40.4,2026-08-10,2026-08-12,Call this week,MCDONALD JONES HOMES — site manager or contracts administrator,CFT-998065,,-33.186862688,151.47765454
TS-MAIT-1017449,"Dwelling house, Maitland LGA",5 Longwool Road Lochinvar,Address not supplied,,Maitland,New residential,Residential,Construction certificate issued,Determined,440555.0,high,26433,44056,53,Watch list,EDEN BRAE HOLDINGS PTY LIMITED,1,,263.0,1,38.6,2026-08-26,2026-09-09,Call this week,EDEN BRAE HOLDINGS PTY LIMITED — site manager or contracts administrator,CFT-1017449,,-32.706332374,151.464770764
TS-CESS-1010220,"Dwelling house, Cessnock LGA","Lot 527 Dp 1289940, 12 Corbel Road, North Rothbury",Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,428012.0,high,25681,42801,53,Watch list,G DEVELOPMENTS,1,,179.5,1,49.0,2026-08-19,2026-08-20,Call this week,G DEVELOPMENTS — site manager or contracts administrator,CFT-1010220,,-32.679974286,151.348393067
TS-LAKE-962572,"Dwelling house, Wyee",78 Cudmore Crescent Wyee 2259,Wyee,2259,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,416997.0,high,25020,41700,53,Watch list,EDEN BRAE HOLDINGS PTY LIMITED,1,,0.0,1,40.2,2026-05-27,2026-08-17,Call this week,EDEN BRAE HOLDINGS PTY LIMITED — site manager or contracts administrator,CFT-962572,,-33.186952878,151.48049076
TS-LAKE-975769,"Dwelling house, Morisset",6 Oakleigh Way Morisset 2264,Morisset,2264,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,410470.0,high,24628,41047,53,Watch list,MCDONALD JONES HOMES,1,,216.0,1,33.8,2026-06-25,2026-07-21,Call this week,MCDONALD JONES HOMES — site manager or contracts administrator,CFT-975769,,-33.099911012,151.482940266
TS-LAKE-961690,"Dwelling house, Wyee",21 Jennett Street Wyee 2259,Wyee,2259,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,407893.0,medium,24474,40789,53,Watch list,EDEN BRAE HOLDINGS PTY LIMITED,0,,0.0,0,40.2,2026-05-26,2026-08-12,Call this week,EDEN BRAE HOLDINGS PTY LIMITED — site manager or contracts administrator,CFT-961690,,-33.186921596,151.48010287
TS-CESS-1014103,"Dwelling house, Millfield",11 Masked Owl Chase Millfield 2325,Millfield,2325,Cessnock,New residential,Residential,Construction certificate issued,Determined,404360.0,high,24262,40436,53,Watch list,SMITH BROTHERS HOMES PTY LTD,1,,219.0,1,49.3,2026-08-21,2026-09-02,Call this week,SMITH BROTHERS HOMES PTY LTD — site manager or contracts administrator,CFT-1014103,,-32.882873706,151.255887194
TS-CESS-1001022,"Dwelling house, Bellbird Heights",98 Keelendi Road Bellbird Heights 2325,Bellbird Heights,2325,Cessnock,New residential,Residential,Construction certificate issued,Determined,390000.0,medium,23400,39000,53,Watch list,NEWCASTLE BUILDING PTY LTD,0,,86.58,2,43.0,2026-07-29,2026-07-30,Call this week,NEWCASTLE BUILDING PTY LTD — site manager or contracts administrator,CFT-1001022,,-32.850478086,151.330240764
TS-LAKE-992743,"Dwelling house, Morisset",13 Myrtle Place Morisset 2264,Morisset,2264,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,387240.0,medium,23234,38724,53,Watch list,G DEVELOPMENTS,0,,0.0,0,34.3,2026-08-20,2026-08-20,Call this week,G DEVELOPMENTS — site manager or contracts administrator,CFT-992743,,-33.097858678,151.474044891
TS-CESS-1010154,"Dwelling house, Cessnock LGA",17 Union Way North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,386600.0,high,23196,38660,53,Watch list,TEMPO LIVING PTY LTD,1,1,181.0,1,48.8,2026-08-13,2026-09-14,Call this week,TEMPO LIVING PTY LTD — site manager or contracts administrator,CFT-1010154,,-32.680835909,151.35026961
TS-CESS-1020671,"Dwelling house, Cessnock LGA",14 Collective Street North Rothbury,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,378900.0,high,22734,37890,53,Watch list,EDEN BRAE HOLDINGS PTY LIMITED,1,,204.0,1,49.0,2026-09-01,2026-09-14,Call this week,EDEN BRAE HOLDINGS PTY LIMITED — site manager or contracts administrator,CFT-1020671,,-32.680104867,151.348541973
TS-MAIT-992178,"Dwelling house, Maitland LGA","27 Leyland Circuit, Lochinvar Lot 901 DP1316320",Address not supplied,,Maitland,New residential,Residential,Construction certificate issued,Determined,377856.0,high,22671,37786,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,1,39.1,2026-07-10,2026-08-04,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-992178,,-32.708613113,151.455593878
TS-LAKE-998455,"Erection of a new structure, Wyee",42 Jennett Street Wyee 2259,Wyee,2259,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,375452.0,medium,22527,37545,53,Watch list,EDEN BRAE HOLDINGS PTY LIMITED,,,0.0,0,40.2,2026-07-27,2026-08-12,Call this week,EDEN BRAE HOLDINGS PTY LIMITED — site manager or contracts administrator,CFT-998455,,-33.187532978,151.481461598
TS-CESS-1026797,"Erection of a new structure, Cessnock LGA",8 Corbel Road North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,371906.0,medium,22314,37191,53,Watch list,EDEN BRAE HOLDINGS PTY LIMITED,0,,0.0,0,49.1,2026-09-14,2026-09-17,Call this week,EDEN BRAE HOLDINGS PTY LIMITED — site manager or contracts administrator,CFT-1026797,,-32.679713116,151.348095255
TS-MAIT-1001669,"Dwelling house, Lochinvar",2 Livistona Drive Lochinvar 2321,Lochinvar,2321,Maitland,New residential,Residential,Construction certificate issued,Determined,371000.0,high,22260,37100,53,Watch list,VALLEY HOMES,1,1,164.0,1,38.8,2026-07-31,2026-08-04,Call this week,VALLEY HOMES — site manager or contracts administrator,CFT-1001669,,-32.707966612,151.460159039
TS-CESS-989775,"Dwelling house, Cliftleigh",34 Reserve Road Cliftleigh 2321,Cliftleigh,2321,Cessnock,New residential,Residential,Construction certificate issued,Determined,364383.0,high,21863,36438,53,Watch list,SMITH BROTHERS HOMES PTY LTD,1,,251.0,0,30.0,2026-07-10,2026-07-13,Call this week,SMITH BROTHERS HOMES PTY LTD — site manager or contracts administrator,CFT-989775,,-32.783005572,151.511312233
TS-MAIT-983443,"Dwelling house, Largs",16C Largs Avenue Largs 2320,Largs,2320,Maitland,New residential,Residential,Construction certificate issued,Determined,344205.0,high,20652,34420,53,Watch list,MCDONALD JONES HOMES,1,,182.0,1,30.9,2026-07-01,2026-08-06,Call this week,MCDONALD JONES HOMES — site manager or contracts administrator,CFT-983443,,-32.697463705,151.59687952
TS-LAKE-960603,"Dwelling house, Wyee",76 Cudmore Crescent Wyee 2259,Wyee,2259,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,327040.0,high,19622,32704,53,Watch list,MCDONALD JONES HOMES,1,,172.0,1,40.2,2026-06-03,2026-06-03,Call this week,MCDONALD JONES HOMES — site manager or contracts administrator,CFT-960603,,-33.186808074,151.48047251
TS-CESS-982789,"Dwelling house, Cessnock LGA",Lot 512 DP1289940 5 Masonry Drive North Rothbury,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,311950.0,high,18717,31195,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,163.44,1,49.1,2026-07-03,2026-07-08,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-982789,,-32.679204792,151.348409437
TS-CESS-983048,"Dwelling house, Cessnock LGA",Lot 610 4 Marketfair Rd North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,311950.0,high,18717,31195,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,0,49.1,2026-07-07,2026-07-15,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-983048,,-32.679451941,151.347797457
TS-NEWC-384335,"Retail Premise, Newcastle",5 Perkins Street Newcastle 2300,Newcastle,2300,Newcastle,Retail,Commercial,Complying development lodged,Under Assessment,310652.19,medium,31065,49704,53,Watch list,,,,,,0.3,2026-09-16,,Call within a month,Applicant or their builder,CDC-384335,260239,-32.927147262,151.779298745
TS-MAIT-990384,"Subdivision, East Maitland",19 Tenambit Street East Maitland 2323,East Maitland,2323,Maitland,New residential,Residential,Construction certificate issued,Determined,300000.0,high,18000,30000,53,Watch list,CROESE BUILDING PTY LIMITED,0,,295.0,1,26.1,2026-07-09,2026-08-06,Call this week,CROESE BUILDING PTY LIMITED — site manager or contracts administrator,CFT-990384,,-32.750235378,151.599717811
TS-PORT-1010131,"Dwelling house, East Seaham",367 East Seaham Road East Seaham 2324,East Seaham,2324,Port Stephens,New residential,Residential,Construction certificate issued,Determined,297500.0,medium,17850,29750,53,Watch list,CONTEMPORARY CONSTRUCTION NSW PTY LTD,0,,285.0,1,32.0,2026-08-14,2026-08-18,Call this week,CONTEMPORARY CONSTRUCTION NSW PTY LTD — site manager or contracts administrator,CFT-1010131,,-32.642311918,151.744317627
TS-CESS-1008054,"Dwelling house, Cessnock LGA",Lot 735 2 Collective Street North Rothbury NSW 233,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,295043.0,high,17703,29504,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,1,49.1,2026-08-11,2026-08-27,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-1008054,,-32.679321362,151.347648567
TS-CESS-982391,"Dwelling house, Cessnock LGA",Lot 514 DP1289940 9 Masonry Drive North Rothbury,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,0,49.0,2026-07-03,2026-07-08,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-982391,,-32.679465962,151.34870725
TS-CESS-982837,"Dwelling house, Cessnock LGA",Lot 507 DP1289940 16 Masonry Drive North Rothbury,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,0,49.0,2026-07-03,2026-07-08,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-982837,,-32.680235465,151.348690871
TS-CESS-985541,"Dwelling house, Cessnock LGA",Lot 614 9 Marketfair Rd North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,149.15,1,49.0,2026-07-10,2026-07-17,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-985541,,-32.679465962,151.34870725
TS-CESS-984025,"Dwelling house, Cessnock LGA",Lot 611 6 Marketfair Road North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,0,49.1,2026-07-07,2026-07-27,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-984025,,-32.679582536,151.34794636
TS-CESS-985593,"Dwelling house, Cessnock LGA",Lot 615 7 Marketfair Rd North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,112.36,1,49.0,2026-07-10,2026-07-31,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-985593,,-32.679335377,151.348558339
TS-CESS-1007527,"Dwelling house, Cessnock LGA",Lot 734 4 Collective Street North Rothbury Nsw2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,1,49.1,2026-08-11,2026-08-18,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-1007527,,-32.679451941,151.347797457
TS-CESS-1008032,"Dwelling house, Cessnock LGA",Lot 731 10 Collective Street North Rothbury NSW 23,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,1,49.0,2026-08-11,2026-08-18,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-1008032,,-32.679843695,151.348244162
TS-CESS-1007582,"Dwelling house, Cessnock LGA",Lot 733 6 Collective Street North Rothbury Nsw2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,1,49.1,2026-08-11,2026-08-18,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-1007582,,-32.679582536,151.34794636
TS-CESS-1007620,"Dwelling house, Cessnock LGA",Lot 732 8 Collective Street North Rothbury Nsw2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,287850.0,high,17271,28785,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,1,49.1,2026-08-11,2026-08-18,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-1007620,,-32.679713116,151.348095255
TS-MAIT-385058,"Tourist and visitor accommodation, Maitland",64-74 New England Highway Maitland 2320,Maitland,2320,Maitland,Retail,Commercial,Complying development lodged,Under Assessment,250000.0,medium,25000,40000,53,Watch list,,,,,,31.9,2026-09-18,,Call within a month,Applicant or their builder,CDC-385058,C2026007A,-32.722370229,151.544009036
TS-CESS-984092,"Dwelling house, Cessnock LGA",Lot 612 8 Marketfair Rd North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,227208.0,high,13632,22721,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,0,49.1,2026-07-07,2026-07-29,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-984092,,-32.679713116,151.348095255
TS-CESS-985704,"Dwelling house, Cessnock LGA",Lot 616 5 Marketfair Rd North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,227208.0,high,13632,22721,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,112.36,0,49.1,2026-07-10,2026-07-30,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-985704,,-32.679204792,151.348409437
TS-CESS-984157,"Dwelling house, Cessnock LGA",Lot 613 10 Marketfair Rd North Rothbury NSW 2335,Address not supplied,,Cessnock,New residential,Residential,Construction certificate issued,Determined,227208.0,high,13632,22721,53,Watch list,MCDONALD JONES COMMUNITIES PTY LIMITED,1,,0.0,0,49.0,2026-07-09,2026-07-31,Call this week,MCDONALD JONES COMMUNITIES PTY LIMITED — site manager or contracts administrator,CFT-984157,,-32.679843695,151.348244162
